Volume,Issue,Publication Year,Editor,Caption,Retail information,Photographer,date_column
148,9,1966,"Vreeland, Diana","Dashing good looks at night— a black satin cossack's blouse bound with gilt soutache at the neck, looped here",,Bert Stern,1966_11_15
148,8,1966,"Vreeland, Diana","Turquerie to make you look just great at night—a long, hooded silk burnoose in vivid, uneven stripes and",,Irving Penn,1966_11_01
148,7,1966,"Vreeland, Diana",Champagne's where the sparkle is these evenings—crystal brat crepe uncorking new dazzle. Short evening dress,,Richard Avedon,1966_10_15
148,6,1966,"Vreeland, Diana","Slip into moonsilver dressing. Feel like a beauty. Wear a marvellous, moonsilvery, winey lipstick that defines the",,David Bailey,1966_10_01
148,5,1966,"Vreeland, Diana","New twist in the Dynel department—now it's in black and white ... it's plaited, it's banded, and it swings on rings",,Richard Avedon,1966_09_15
148,4,1966,"Vreeland, Diana",Opening Vogue's report on the New York Collections—the perfect short dinner dress. A long-sleeved flash of,,Irving Penn,1966_09_01
148,3,1966,"Vreeland, Diana","From California, where the oranges coyer: From California, where the oranges come from, one of the prettiest —",,Irving Penn,1966_08_15
148,2,1966,"Vreeland, Diana",Young-Dandy version of the prettiest-girl-in-the-world look—the lace-ruffled shirt and a red-velvet pants tailleur,,Norman Parkinson,1966_08_01
148,1,1966,"Vreeland, Diana","The dress that makes its own glorious fireworks—all over paillettes in pink, blue, and green, with a high",,Richard Avedon,1966_07_01
147,10,1966,"Vreeland, Diana","It's what's happening everywhere this: cover: it's what's happening everywhere this summer—out of the water,",,Irving Penn,1966_06_01
147,9,1966,"Vreeland, Diana",COVER: First violet of summer—cutaway dress to wear with yellow-and-violet papier maché pinwheel-earrings...,,Bert Stern,1966_05_01
147,8,1966,"Vreeland, Diana",Top silver in Saint Laurent's cover : Top silver in Saint Laurent's navy—a neat little sailor suit all decked out in a,,Richard Avedon,1966_04_15
147,7,1966,"Vreeland, Diana",Splash of whitened green for the smocked smock. Flowers for the ear: whitened-green sweet peas swinging from,,Irving Penn,1966_04_01
147,6,1966,"Vreeland, Diana","A bloom for Barbra—super-star Streisand, nibbling spring's first daffodil. Super Streisand TV—the Chemstrand",,Richard Avedon,1966_03_15
147,5,1966,"Vreeland, Diana","Opening the year of the dress—the smasheroo dress, a razzle-dazzle of paillettes set in harlequin diamonds of",,Irving Penn,1966_03_01
147,4,1966,"Vreeland, Diana",Spring send-off—new zest for the bold ring worn on the index finger. For the wig worn as an accessory. For highly,,Irving Penn,1966_02_15
147,3,1966,"Vreeland, Diana",Way up on the list of American fashion we love for spring—a rave-up of windowpane checks on a quick little,,Irving Penn,1966_02_01
147,2,1966,"Vreeland, Diana","Geometrics Sassooning into evening – a small, neat, one-sided, eye-covering coiffure with hollow curls on top.",,Irving Penn,1966_01_15
147,1,1966,"Vreeland, Diana","The girl with the Dynel hair—superfine, superfun, bought by the yard, played like an accessory. Play all the '66",,Irving Penn,1966_01_01
146,10,1965,"Vreeland, Diana","To dazzle the Christmas Eye, the jewel of the year - a huge, gilded pineapple helmut flaming with a ransom of",,Irving Penn,1965_12_01
146,9,1965,"Vreeland, Diana",Enchanting flight of white fur evening - a hood of sleek snowy feathers with fluttering black tips; tied under the,,Bert Stern,1965_11_15
146,8,1965,"Vreeland, Diana","Saved for this issue of Vogue, one of the most I-want-it looks out of Paris Saint Laurent's pure little Empire dress",,Irving Penn,1965_11_01
146,7,1965,"Vreeland, Diana","Night look now - bright jade satin jacket . . . wide collar tied with a bow, filled here with big bogus pearls nestling",,Irving Penn,1965_10_15
146,6,1965,"Vreeland, Diana","Sharing the sweet success of silk— a rosy little charmer of a bonnet in silk velvet, tied in a wide bow under the",,Irving Penn,1965_10_01
146,5,1965,"Vreeland, Diana",Opening Vogue's Blue Book with blue-ribbon winner—blowy boa of cerulean-blue silk ribbon clipped like petals ….,,Irving Penn,1965_09_15
146,4,1965,"Vreeland, Diana",,,,1965_09_01
146,3,1965,"Vreeland, Diana",This autumn's evening beauty—fantaisie captivated in a gilded cage ... unplaited pigtails dropped past the cheeks,,Irving Penn,1965_08_15
146,2,1965,"Vreeland, Diana","The kind of fashion young Chicerinos are first to wear, and adore—- a purple sweater with shoulders punched out",,Bert Stern,1965_08_01
146,1,1965,"Vreeland, Diana","Lips in a cool silvery wash—a look that blows the heat right out of summer, the excitement into autumn. Here,",,Irving Penn,1965_07_01
145,10,1965,"Vreeland, Diana","Pow! Op goes the Art. Op goes the fashion. Now, Op goes the makeup. First on that scene: Faberge’s new Make-",,Irving Penn,1965_06_01
145,9,1965,"Vreeland, Diana","Bright blaze of pumpkin colour—a hooded blouson top with raglan sleeves, slipped over lean, sleek matching",,Irving Penn,1965_05_01
145,8,1965,"Vreeland, Diana","Fresh flowers from Paris—masses of vivid zinnias caught on net...Guy Laroche’s little hood and bolero, an",,William Klein,1965_04_15
145,7,1965,"Vreeland, Diana",The flattery of a glorious summer hat—a huge wheel of bright-red straw with a spill of brilliant silk poppies down,,Irving Penn,1965_04_01
145,6,1965,"Vreeland, Diana",One of this spring's prettiest accessory splashes—a deep-rose capelet of rippled silk taffeta blooming over bare,,Irving Penn,1965_03_15
145,5,1965,"Vreeland, Diana",The fun of a glorious hat in a blaze of silk organza flowers with a great pouf of bow and broad streamers pouring,,Irving Penn,1965_03_01
145,4,1965,"Vreeland, Diana",Tip sheet on how to tie a scarf into one of the prettiest hats this spring - moth-wing petals of organza on a high,,Bert Stern,1965_02_15
145,3,1965,"Vreeland, Diana","Opening Vogue's Americana issue, one of the most romantic hats in the country—a brilliant froth of enormous",,Irving Penn,1965_02_01
145,2,1965,"Vreeland, Diana","In a blaze of Oriental slendour, a glorious yellow diamond - 87 carats, plump as a Pekinese pillow - set in a burst",,Irving Penn,1965_01_15
145,1,1965,"Vreeland, Diana","Opening the year, a wonderful spun-cloud of a hat—emerald-green silk organza springing away from a close little",,Irving Penn,1965_01_01
144,10,1964,"Vreeland, Diana","The eye that not only sees, but is seen—that beholds Christmas wonders, and is one itself—this is the jewelled",,Bert Stern,1964_12_01
144,9,1964,"Vreeland, Diana","You saw it in Paris, Courreges' small head and elfin, almost feline face wrapped like a holiday package in an",,Irving Penn,1964_11_15
144,8,1964,"Vreeland, Diana",Opening the dazzle season for Vogue: Audrey Hepburn in Givenchy's plump little melon hat of emerald-green,,Irving Penn,1964_11_01
144,7,1964,"Vreeland, Diana","The special evening chemistry of tawny gleaming skin against jewelled white satin. From Castillo, the satin",,Irving Penn,1964_10_15
144,6,1964,"Vreeland, Diana",Luxurious frame for a beautiful face—a great big wonderful nightcap made of skins and skins of pale sand-,,Irving Penn,1964_10_01
144,5,1964,"Vreeland, Diana","The ornamental zebra eye, a big-evening fantasy—jewelled with make-up based on jewellery. The face-designer:",,Irving Penn,1964_09_15
144,4,1964,"Vreeland, Diana","Black-and-white zebra-skin scarf, tied close to the head for the clear silhouette that makes this-minute fashion.",,David Bailey,1964_09_01
144,3,1964,"Vreeland, Diana","Cresting the wave of white fur in fashion—a delicious hipbone jacket in white mink, with wide-set lapels opened",,Irving Penn,1964_08_15
144,2,1964,"Vreeland, Diana",First look at the rake-tailoring and the pale blending tonalities of the Regency idea—one of this season's great,,Irving Penn,1964_08_01
144,1,1964,"Vreeland, Diana","Fashion for every moment this summer—banner-bright silk in a clean, strong blue, circled and striped with",,Bert Stern,1964_07_01
145,10,1964,"Vreeland, Diana","The look of white close to the face— clearing it, lighting it—this is the fashion that's this summer. Here, white silk",,Irving Penn,1964_06_01
145,9,1964,"Vreeland, Diana","Summer beauty alla romana--reflected in this face: sun-brown, apricot-warm, boldly-defined, alluring. Roman",,Irving Penn,1964_05_01
143,8,1964,"Vreeland, Diana","One of the stream of really pretty hats in fashion now—a high wide puff of soft silk pleats behind a narrow bow,",,Irving Penn,1964_04_15
143,7,1964,"Vreeland, Diana","With an eye on summer: a checkerboard of brilliance from Italy, the home office of fun-and-games fashion.",,Irving Penn,1964_04_01
143,6,1964,"Vreeland, Diana",Opening the era of the ravishingly pretty woman in America: Galanos' delicious brown-and-beige crocodile print,,Bert Stern,1964_03_15
143,5,1964,"Vreeland, Diana","A garden of freshness – enormous green, yellow, and white silk daisies, and a face really blooming with",,Bert Stern,1964_03_01
143,4,1964,"Vreeland, Diana",Perfect example of a girl getting the most out of the fashion for fitness: Head held high on a long curve of neck.,,Irving Penn,1964_02_15
143,3,1964,"Vreeland, Diana","In a hatful of brilliant mixed anemones, the clearest, prettiest spring face—starts with the cleanest skin in the",,Bert Stern,1964_02_01
143,2,1964,"Vreeland, Diana","In the South now, North later, this is the kind of really pretty look that's part of the new romance in fashion:",,Bert Stern,1964_01_15
143,1,1964,"Vreeland, Diana","Great way to open the year: in sunlight, looking like this—butcher-blue pique overblouse and a knee-high",,Irving Penn,1964_01_01
142,10,1963,"Vreeland, Diana",COVER: On the brink of the most glittering party of the season: an all-out golden girl in a long dolman-sleeved,,Bert Stern,1963_12_01
142,9,1963,"Vreeland, Diana","COVER: You and the night and the season—and here, one of the great evening looks that could make all three",,Irving Penn,1963_11_15
142,8,1963,"Vreeland, Diana",Dior's idée juste for evening—the soft curve of a high rounded bosom that seems to give new length and delicacy,,Irving Penn,1963_11_01
142,7,1963,"Vreeland, Diana","A face full of colour: red on the lips--real red, good and strong, and bracing as autumn air. Skin is nourished on",,David Bailey,1963_10_15
142,6,1963,"Vreeland, Diana","COVER: Beautiful way for a face to look evenings: lips surprised by a winter-storm of vibrant, vervey pink; head",,Bert Stern,1963_10_01
142,5,1963,"Vreeland, Diana","On both sides of the Atlantic, this light year, we'll he helmeted, casqued. domed—and off for high adventure in",,David Bailey,1963_09_15
142,4,1963,"Vreeland, Diana",A wildly pretty sweatery look for after dark with the little funnel of collar that's news in Paris and here. Black and,,Bert Stern,1963_09_01
142,3,1963,"Vreeland, Diana",One of the most heavenly suit-moves anyone could make now: tweed in a mottled mix of smoky blue and,,Bert Stern,1963_08_15
142,2,1963,"Vreeland, Diana","One of the prettiest vervey ways to take a city coat to the country. Country colours lightened, whitened - blue",,Irving Penn,1963_08_01
142,1,1963,"Vreeland, Diana","Shift for now: Congo colours - red, yellow, blue, and black cotton - in a shape as simple as a child's cutout.",,Irving Penn,1963_07_01
141,10,1963,"Vreeland, Diana","The freshest, prettiest way to look summer, feel summer: cultivate a mood that's frankly grove-goddess . . . add",,Horst P,1963_06_01
141,9,1963,"Vreeland, Diana","Great big white lace roller—sheer, starched, straw-crisp—worn as big-brimmed hats were in Paris: at full tilt, on",,Irving Penn,1963_05_01
141,8,1963,"Vreeland, Diana","What you see here—some of the backstage bustle that went on in Paris recently, just before the enchanting,",,William Klein,1963_04_15
141,7,1963,"Vreeland, Diana","Dior's big, flat, gonflé beret of shiny biscuit baku, filled with air, like an enormous pod. This is the new Dior look—",,William Klein,1963_04_01
141,6,1963,"Vreeland, Diana","The newest - and most dazzling - kind of waistcoat is the one that's fur. here, a little mink vest, sleeveless, soft",,Irving Penn,1963_03_15
141,5,1963,"Vreeland, Diana",Late-day dress in cool and immaculate white that hits a new pitch in chic and in sheer deliciousness. Shirred but,,Irving Penn,1963_03_01
141,4,1963,"Vreeland, Diana","Whizzy little plaid suit that's brisk, easy, ready in three parts. Where the whiz comes in: superb tailoring, and",,Irving Penn,1963_02_15
141,3,1963,"Vreeland, Diana","Spearheading the new hat-looks for spring: the turban, in all its splendour—big or small, tightly-wrapped or",,Irving Penn,1963_02_01
141,2,1963,"Vreeland, Diana","The newest--and longest--beret, a comma-shaped white felt hat that dips almost to shoulder-blade length. What",,Irving Penn,1963_01_15
141,1,1963,"Vreeland, Diana","Looks with dazzle-power to turn on under a southern sun: clear-cut white dress, double-breasted and bloused—",,Irving Penn,1963_01_01
140,10,1962,"Daves, Jessica",,,,1962_12_01
140,9,1962,"Daves, Jessica",One of Paris' engaging new follies--a wig of pink-beige ostrich feathers from Capucci that wraps under the chin.,,Irving Penn,1962_11_15
140,8,1962,"Daves, Jessica","The long, tilted eyes, the Mediterranean smile, the unchallenged beauty of Sophia Loren-—seen through a veil",,Bert Stern,1962_11_01
140,7,1962,"Daves, Jessica","The big, beautifully staged crown of hair, smoothed up and feather-bearing, to wear for evening now as a",,William Klein,1962_10_15
140,6,1962,"Daves, Jessica","Co-starred for this season's evenings: long- grain gold lame; a bib of bright, bogus rubies. The dress is slim,",,Bert Stern,1962_10_01
140,5,1962,"Daves, Jessica","The diamond blaze in hand here, larger than life: An emerald-cut giant from the Crown of Portugal; mined in",,Irving Penn,1962_09_15
140,4,1962,"Daves, Jessica","The scarfed suit, a high-mettled look to start the season. Pale blue with a hat that makes a plucky splice of",,Art Kane,1962_09_01
140,3,1962,"Daves, Jessica","The news—in a word—is leather. Here it's shiny red kidskin, draped and wrapped in a tallish turban, worn with a",,Gene Laurents,1962_08_15
140,2,1962,"Daves, Jessica","The new cover-up: a black kidskin pull-on tied under the chin, whipped back like a windsock, to wear in the",,Irving Penn,1962_08_01
140,1,1962,"Daves, Jessica","Newest way to wrap up a summer look: with a three-cornered stole. Here it's frilled pink silk organza, to wear",,Bert Stern,1962_07_01
139,10,1962,"Daves, Jessica",The new summer chic—here in full flower: the multicoloured flowers on Mainbocher's ravishing late-day dress,,Irving Penn,1962_06_01
139,9,1962,"Daves, Jessica",The new summer chic and the kind of dress that makes it - a yellow grained silk coatdress lined in yellow and,,Bert Stern,1962_05_01
139,8,1962,"Daves, Jessica","All the flowers spring is famous for - including narcissus, oxeye daisies - on a deep cloche of stiff white veiling,",,Bert Stern,1962_04_15
139,7,1962,"Daves, Jessica","Newest chiffon now—printed in big cloud-formation streaks of yellow, brown, and pomegranate red, and made",,Irving Penn,1962_04_01
139,6,1962,"Daves, Jessica","The woman who lives in the world meets a lot of interesting people. Here, she appears with three world leaders,",,Art Kane,1962_03_15
139,5,1962,"Daves, Jessica","Opening this issue of Vogue, and cueing in some of this spring's best looks: a new wave of pink. Here, in hat",,Bert Stern,1962_03_01
139,4,1962,"Daves, Jessica",Sun-drenched yellow suit with an extra jolt of fashion impact from out of the blue—the unexpected lasso of sky-,,Tom Palumbo,1962_02_15
139,3,1962,"Daves, Jessica","The suit that's four ways new: it's blue (no colour looks newer now); it has a longer, shapelier jacket; it has a",,Karen Radkai,1962_02_01
139,2,1962,"Daves, Jessica","January fashion-cravings--like special dreams--are apt to be in colour, and one of the best ways to make one",,Karen Radkai,1962_01_15
139,1,1962,"Daves, Jessica","The year of the blouse begins here—with a chiffon overblouse and tweed skirt, both in the haziest shade of blue.",,Karen Radkai,1962_01_01
138,10,1961,"Daves, Jessica","In a season of stupendous night-looks, one of the greatest: a rangy net sweater, beaming with glitter and",,Horst P,1961_12_01
138,9,1961,"Daves, Jessica","Gala red brocade dress and coat, one evening look that is sensational for repeat performances—here glittered by",,Horst P,1961_11_15
138,8,1961,"Daves, Jessica","Q. When is a jewel worn on top of the head? A. When it's a little-evening hat like this—jewel-coloured, iridescent,",,Horst P,1961_11_01
138,7,1961,"Daves, Jessica","Firing up fashion now: orangey-coral, a Paris spark, seen to the shoulder in a coat by Dior. This colour, often",,Irving Penn,1961_10_15
138,6,1961,"Daves, Jessica","Chanel at peak form—which means, for many American women, a look that's simultaneously reliable as a Rolls",,Irving Penn,1961_10_01
138,5,1961,"Daves, Jessica",One of the most enchanting day-looks in the new Paris Collections: Dior's hooded jacket of loden-green wool; the,,Irving Penn,1961_09_15
138,4,1961,"Daves, Jessica",Calculated fascination: the curved velvet toque that slants sideward (the most fascinating tilt for a hat to take,,Bert Stern,1961_09_01
138,3,1961,"Daves, Jessica","Velvet for day—one of the all-out charmers coming in now; here, a high-noon red velvet jacket edged with",,John Rawlings,1961_08_15
138,2,1961,"Daves, Jessica","Fresh evidence, here, of what's made the American look newly famous in fashion. It's a look as simple as a slim,",,John Rawlings,1961_08_01
138,1,1961,"Daves, Jessica","Awash with poster-paint colours, this dazzling silk silver. It's straight as its stripes and as sinuous as smoke. We",,Bert Stern,1961_07_01
137,10,1961,"Daves, Jessica","The Main look in black and pink grainy silk. The dress, a sliver of black, raises its unjewelled neck above the",,Tom Palumbo,1961_06_01
137,9,1961,"Daves, Jessica","The force behind the smouldery amber eyes: Italy's Sophia Loren, one of the greatest beauties. What goes into",,,1961_05_01
137,8,1961,"Daves, Jessica",The face beneath the magnificent sweep of hat has a delicate matte coolness— a summer look that's sealed up in,,William Klein,1961_04_15
137,7,1961,"Daves, Jessica","The apricot idea—warm, sun-mellowed, flattering as spring weather—swept the collections in Paris and America",,William Klein,1961_04_01
137,6,1961,"Daves, Jessica","The suit of unexpected contrasts: hound s-tooth and Paisley, played with a nonconforming elegance, give this",,Irving Penn,1961_03_15
137,5,1961,"Daves, Jessica","The biggest hat-news now? Probably, this: the smallest hat - worn as it is here, tipped well forward, and riding a",,Irving Penn,1961_03_01
137,4,1961,"Daves, Jessica",The way into spring starts with a small saucer of hat—a dram of fashion deliciousness that leads to hair that's,,Bruce Davidson,1961_02_15
137,3,1961,"Daves, Jessica",,,,1961_02_01
137,2,1961,"Daves, Jessica","On the new fashion wave for dressing by year, this easy little jersey suit in bright, gone-up-in-flames red- the",,Frances McLaughlin-Gill,1961_01_15
137,1,1961,"Daves, Jessica","Opening the year—and running right through it, if we're any judge of suit-character—pure gold. Carat-content as",,Irving Penn,1961_01_01
136,10,1960,"Daves, Jessica","Something-devastating to wear - tear-shaped emeralds, getting the drop on a magnificent necklace of leafy",,Irving Penn,1960_12_01
136,9,1960,"Daves, Jessica","The new beauty - contemporary as today's headline, owing nothing to the past - here you see it in a marvellous",,Bert Stern,1960_11_15
136,8,1960,"Daves, Jessica",,,,1960_11_01
136,7,1960,"Daves, Jessica","Lots of vicuna, lots of lynx—a big and wonderful coat for the woman whose idea of coat-heaven is simple,",,Tom Palumbo,1960_10_15
136,6,1960,"Daves, Jessica",First step in getting fashion-power out of a coat: start with a coat that can generate floods of power on its own.,,Irving Penn,1960_10_01
136,5,1960,"Daves, Jessica","Greatcoat with more greatness thrust upon it by these fashion-makings - a marvellous sloped shape, three-",,Tom Palumbo,1960_09_15
136,4,1960,"Daves, Jessica","The hat that fits the heady look of 1960, and shapes the plan of what to look for in a telescoped two-hour",,Irving Penn,1960_09_01
136,3,1960,"Daves, Jessica","In the fathoms-deep blue - one of the new bluer-than-navy blues - a soft skirt with a brief and easy put-over top,",,Leombruno-Bodi,1960_08_15
136,2,1960,"Daves, Jessica","The news here: the leopard-spotted overblouse with the spots knitted in, not printed on - making it a very new",,Karen Radkai,1960_08_01
136,1,1960,"Daves, Jessica","Organdie hat - an enlightened hair bow, really - all wingspread and freshness and monumental charm. Its",,Karen Radkai,1960_07_01
135,10,1960,"Daves, Jessica","Bright blue silk with three separate claims on a June shopping list: an overblouse, pleats, and a hair-ribbon of",,Karen Radkai,1960_06_01
135,9,1960,"Daves, Jessica","The dress you can't get though summer without: it might be this narrow linen shaft, square-throated (though the",,Leombruno-Bodi,1960_05_01
135,8,1960,"Daves, Jessica","The great T-shirt dress revival - one example here, as smart as paint in cool, swimmy pin stripes, one of a group",,Leombruno-Bodi,1960_04_15
135,7,1960,"Daves, Jessica","One of the worldliest cotton suits, in the worldliest of pinks, with a tailored excellence that stands up to tweeds.",,John Rawlings,1960_04_01
135,6,1960,"Daves, Jessica","Suit thinking - are you with it? If you are, there's a new kind of suit, with a new longitude of coat, and a skirt to match. Here, the blazer",,Horst P,1960_03_15
135,5,1960,"Daves, Jessica","Hat news, every flower on the flower - a halo beret that's a convention of carnations in natural shades of pink to",,Karen Radkai,1960_03_01
135,4,1960,"Daves, Jessica","First glimpse of the hat situation- through a little-evening cage of green leaves, white stephanotis, and a rose-",,Leombruno-Bodi,1960_02_15
135,3,1960,"Daves, Jessica",,,,1960_02_01
135,2,1960,"Daves, Jessica",Wardrobe-lifter now: a beige wool suit with more lift in the magnified Roman-striped silk stole. The stripes,,Irving Penn,1960_01_15
135,1,1960,"Daves, Jessica","Facing the New Year, here, one of the prettiest faces around: Msis Jane Fonda's soon to be seen - along with the",,Irving Penn,1960_01_01
134,10,1959,"Daves, Jessica","New switches in sweater-dressing: the soft dazzle of white cashmere - here, with a hood that falls into a cowl",,Sante Forlano,1959_12_01
134,9,1959,"Daves, Jessica","Worn by the swan-curve throat on Vogue's cover: a seven-strand choker brilliant with pearls, emeralds, rubies,",,Evelyn Hofer,1959_11_15
134,8,1959,"Daves, Jessica",Leopard fur and the warmed excitement of red—two of the great fashion quickeners of all time ticked off in,,John Rawlings,1959_11_01
134,7,1959,"Daves, Jessica","Part of a dress, all of a face— each, a success on its own. What shows of the dress: a white satin fichu (for the",,Irving Penn,1959_10_15
134,6,1959,"Daves, Jessica","One very good reason for the general excitement about this year's coat life is the brilliance of this, Nina Ricci's",,Irving Penn,1959_10_01
134,5,1959,"Daves, Jessica","Theatre suit in a blue-plum version of velvet, with a collarless, Chanel-y jacket, a skirt relaxed enough for",,John Rawlings,1959_09_15
134,4,1959,"Daves, Jessica","Amid this new sloe-eyed dazzle, make-up luxury is measured by subtlety. Here, lipstick is a slow-fire, sure-fire","Tailored black suit, with an upsurge of silver fox collar and lining. Suit, of nubby wool (Berglas-Kiener fabric) and",Karen Radkai,1959_09_01
134,3,1959,"Daves, Jessica","First inkling of the zing and variety in store for this year—a jacket of zebra worn here by Brooke Hayward, the",,Horst P,1959_08_15
134,2,1959,"Daves, Jessica","Suit to launch an autumn, brilliantly stone-grey wool doeskin, lighted from within by a bright pink wool jersey",,John Rawlings,1959_08_01
134,1,1959,"Daves, Jessica",First of July look that promises not to skip a beat of its charm on the way to October—honeyed skin; a touch,,Irving Penn,1959_07_01
133,10,1959,"Daves, Jessica",Accessory flair that starts at the top: a ruffly triangle of silk chiffon—scattered with field flowers— that ties over,,Karen Radkai,1959_06_01
133,9,1959,"Daves, Jessica","To be taken with grains of salt and sand: this look—sleek, fresh-faced, tawny— your own at its best. Hair is",,William Bell,1959_05_01
133,8,1959,"Daves, Jessica",What we're talking about on the cover of this People Are Talking About,,Richard Rutledge,1959_04_15
133,7,1959,"Daves, Jessica",New inside this spring's suits: a bright claret pull-over of never-before Orion smoothness; the fact behind this—,,Tom Palumbo,1959_04_01
133,6,1959,"Daves, Jessica","The introduction to the 1959 Chanel story—Paule Rizzo, one of her famous mannequins, photographed here in",,Henry Clarke,1959_03_15
133,5,1959,"Daves, Jessica","How to achieve a paleness that's one of the most brilliant looks of 1959: palest lowers, some point d'esprit and",,Irving Penn,1959_03_01
133,4,1959,"Daves, Jessica","Playing chameleon here is a dress dittoed across the cover in five colours—four of them peppery new brilliants,",,William Bell,1959_02_15
133,3,1959,"Daves, Jessica","An all-American great—the suit; this one of red wool souffle—and very new about its sleeves, which are a cut",,Karen Radkai,1959_02_01
133,2,1959,"Daves, Jessica","First stop on Vogue's tour of remaking-yourself ideas: a clearer, brighter make-up which takes its cue, naturally,",,William Bell,1959_01_15
133,1,1959,"Daves, Jessica","Underplayed—that's the way of the best clothes now, and Vogue's first word on the subject of 1959 fashion. Suit-",,Karen Radkai,1959_01_01
132,10,1958,"Daves, Jessica","Lead-off surprise: the toe-length sweater, news for this season’s at-home entertaining. Here, it’s bright pink",,William Bell,1958_12_01
132,9,1958,"Daves, Jessica","Among the truly marvellous looks a woman might keep about her: the one named after Chanel. Evenings,",,Richard Rutledge,1958_11_15
132,8,1958,"Daves, Jessica",Opening up a whole new avenue of night looks: the glorious coat idea over a splinter of day-length dress. Other,,Karen Radkai,1958_11_01
132,7,1958,"Daves, Jessica","Fresh and untimid colour idea: this bright pink blanket coat, worn in the country over cinnamon mohair.",,Anna Carin Bjorck,1958_10_15
132,6,1958,"Daves, Jessica","Leopard, as good now as money out of the bank, makes for the three-way accessory excitement here. Left,",,Richard Rutledge,1958_10_01
132,5,1958,"Daves, Jessica","The good-news fashion headline is flattery—of the sure, but never merely safe variety here. The velvet slouch",,Irving Penn,1958_09_15
132,4,1958,"Daves, Jessica","The ""how bright can you get?"" question answered here without a quibble. Bright-red dress and jacket (suit news,",,Henry Clarke,1958_09_01
132,3,1958,"Daves, Jessica",The stand-out coat—this year covering almost every shape and aspect of a young clothes-life. Brown-and-white,,Sante Forlano,1958_08_15
132,2,1958,"Daves, Jessica","This is what the most dashing woman in the country—namely, the ""country"" woman- has a genius for: wearing",,Henry Clarke,1958_08_01
132,1,1958,"Daves, Jessica","New beach roses to pluck from the nearest beauty counter: The rose-tinted city editor's visor, a Cool-Ray sun veil",,Irving Penn,1958_07_01
131,10,1958,"Daves, Jessica",Garden news here: Butterfly Pink in the lipstick; pink flower wig for a hat. The lipstick is the newest colour to,,Jerry Schatzberg,1958_06_01
131,9,1958,"Daves, Jessica","Visible here: close-up of a beauty revolution sweeping women, frisette to foot. Frilled eyes . . . chiffon skin . . .",,Karen Radkai,1958_05_01
131,8,1958,"Daves, Jessica","This year's look for town, for all good weather: the bright suit, here in pinky-red linen, and in the form that suits",,René Bouché,1958_04_15
131,7,1958,"Daves, Jessica","Flowered clocherie: a flip new rose-splashed silk hat worn here with a Garbo coiffure, a black chemise dress with",,Irving Penn,1958_04_01
215,5,2025,"Wintour, Anna","Hailey Bieber wears a Prada shirt and a Tiffany & Co. earring. To get this look, try: Glazing Milk, Peptide Glazing",Shirt; prada.com. Earring; select Tiffany & Co. boutiques. Tailor: Gayane Mnatsakanyan.,Mikael Jansson,2025_06_01
215,4,2025,"Wintour, Anna",A$AP Rocky,"Ozwald Boateng jacket, pants, and tie; Ozwald Boateng, Savile Row for requests. Boss shirt; boss.com. De Beers earrings; debeers.com.",Tyler Mitchell,2025_05_01
215,3,2025,"Wintour, Anna","Gigi Hadid wears a Valentino dress. To get this look, try: Super Stay Lumi-Matte Foundation, The Nudes",Loewe coat; loewe.com for similar styles. Phoebe Philo shoes. Agnelle gloves; agnelle.com. Manicurist: Jenny,Annie Leibovitz,2025_04_01
215,2,2025,"Wintour, Anna","Sabrina Carpenter wears a custom Dolce & Gabbana dress. To get this look, try: Refine Blurring Extending",Dress; dolce gabbana.com for requests. Jean Schlumberger by Tiffany & Co. bracelet and Tiffany & Co. by Elsa,Steven Meisel,2025_03_01
215,1,2025,"Wintour, Anna",WNBA star Angel Reese of the Chicago Sky (above left in a Versace dress) and American Olympic champion,"Dress; versace.com. Hair, Lacy Redway; makeup, Susie Sobol. Manicurist: Nori Yamanaka. Tailor: Curie Choi.",Norman Jean Roy,2025_02_01
214,10,2024,"Wintour, Anna",Steven Meisel worked with legendary fashion editor Grace Coddington to shoot Kaia in a Marc Jacobs dress from,On Gerber: Marc Jacobs dress and gloves; bergdorf goodman.com. Manicurist: Jin Soon Choi. Tailor: Lars Nord.,Steven Meisel,2024_12_01
214,9,2024,"Wintour, Anna","Billie Eilish wears a Gucci suit with a Bottega Veneta shirt and tie. To get this look, try: Even Better Makeup",Jacket and pants; gucci.com. Striped shirt and tie; bottegaveneta.com. Versace necklace; versace.com. Manicurist: Erin Moffett. Tailor: Irina,Mikael Jansson,2024_11_01
214,8,2024,"Wintour, Anna","Lady Gaga wears a Balenciaga 53rd Couture coat. To get this look, try: Triclone Skin Tech Foundation, Power",Balenciaga 53rd Couture collection coat; couture.balenciaga.com. Manicurist: Kim Truong for Glitterbels at Star Touch Agency. Tailors: Hailey,Ethan James Green,2024_10_01
214,7,2024,"Wintour, Anna",Blake Lively wears a Michael Kors Collection dress and a Cartier High Jewelry necklace.,Michael Kors Collection dress; michaelkors.com. Cartier High Jewelry necklace; select Cartier boutiques.,Felix Kunze,2024_09_01
214,6,2024,"Wintour, Anna","First lady Dr. Jill Biden in a Ralph Lauren Collection dress. Irene Neuwirth earrings. Hair, Sally Hershberger;",Ralph Lauren Collection tuxedo dress; ralphlauren.com. Irene Neuwirth earrings; irene neuwirth.com. Tailor:,Norman Jean Roy,2024_08_01
